
=================================================================================================================================
IPv4 Statistics/All Addresses:
Topic / Item      Count         Average       Min Val       Max Val       Rate (ms)     Percent       Burst Rate    Burst Start  
---------------------------------------------------------------------------------------------------------------------------------
All Addresses     2184                                                    0,0397        100%          0,1700        152,792      
 159.101.6.100    7                                                       0,0001        0,32%         0,0200        157,174      
 158.180.131.253  9                                                       0,0002        0,41%         0,0200        150,074      
 158.154.235.103  7                                                       0,0001        0,32%         0,0200        150,813      
 157.248.244.213  9                                                       0,0002        0,41%         0,0200        153,076      
 157.248.234.246  7                                                       0,0001        0,32%         0,0200        158,279      
 157.23.17.219    9                                                       0,0002        0,41%         0,0200        148,473      
 156.84.181.109   9                                                       0,0002        0,41%         0,0200        149,063      
 156.84.120.128   4                                                       0,0001        0,18%         0,0200        173,606      
 156.252.158.93   6                                                       0,0001        0,27%         0,0200        178,110      
 156.229.250.185  6                                                       0,0001        0,27%         0,0200        162,605      
 156.203.238.62   9                                                       0,0002        0,41%         0,0200        149,118      
 156.170.223.159  7                                                       0,0001        0,32%         0,0200        157,046      
 156.13.156.245   7                                                       0,0001        0,32%         0,0200        157,463      
 155.219.66.159   6                                                       0,0001        0,27%         0,0200        162,572      
 154.191.160.209  6                                                       0,0001        0,27%         0,0200        169,765      
 153.239.58.153   8                                                       0,0001        0,37%         0,0200        154,164      
 153.115.56.119   9                                                       0,0002        0,41%         0,0200        148,733      
 152.32.90.208    4                                                       0,0001        0,18%         0,0200        171,603      
 152.241.114.212  6                                                       0,0001        0,27%         0,0200        175,345      
 152.172.189.182  6                                                       0,0001        0,27%         0,0200        162,723      
 151.200.251.190  6                                                       0,0001        0,27%         0,0200        163,629      
 150.228.60.249   7                                                       0,0001        0,32%         0,0200        152,781      
 149.60.67.237    9                                                       0,0002        0,41%         0,0200        150,144      
 149.144.153.222  9                                                       0,0002        0,41%         0,0200        143,243      
 149.144.107.91   6                                                       0,0001        0,27%         0,0200        173,430      
 149.132.220.99   6                                                       0,0001        0,27%         0,0200        175,254      
 148.220.151.186  7                                                       0,0001        0,32%         0,0200        189,024      
 147.59.236.26    7                                                       0,0001        0,32%         0,0200        154,932      
 147.238.76.183   9                                                       0,0002        0,41%         0,0200        148,255      
 147.238.202.69   6                                                       0,0001        0,27%         0,0200        171,055      
 147.144.231.37   4                                                       0,0001        0,18%         0,0200        171,731      
 146.50.250.232   4                                                       0,0001        0,18%         0,0200        177,009      
 146.43.229.88    9                                                       0,0002        0,41%         0,0200        145,472      
 144.227.195.46   7                                                       0,0001        0,32%         0,0200        158,748      
 144.227.13.180   6                                                       0,0001        0,27%         0,0200        178,156      
 144.182.187.36   6                                                       0,0001        0,27%         0,0200        163,562      
 144.17.11.167    6                                                       0,0001        0,27%         0,0200        170,103      
 144.161.60.161   9                                                       0,0002        0,41%         0,0200        150,056      
 143.19.164.160   7                                                       0,0001        0,32%         0,0200        154,984      
 142.252.61.226   6                                                       0,0001        0,27%         0,0200        164,168      
 141.98.203.248   4                                                       0,0001        0,18%         0,0200        171,928      
 141.110.189.116  7                                                       0,0001        0,32%         0,0200        157,013      
 141.100.140.222  9                                                       0,0002        0,41%         0,0200        144,856      
 140.64.158.240   9                                                       0,0002        0,41%         0,0200        143,601      
 140.64.105.188   7                                                       0,0001        0,32%         0,0200        157,135      
 139.207.37.244   9                                                       0,0002        0,41%         0,0200        148,560      
 139.207.138.50   7                                                       0,0001        0,32%         0,0200        152,710      
 138.7.82.176     4                                                       0,0001        0,18%         0,0200        174,377      
 138.64.147.214   6                                                       0,0001        0,27%         0,0200        163,652      
 138.211.209.81   4                                                       0,0001        0,18%         0,0200        174,454      
 137.70.237.225   7                                                       0,0001        0,32%         0,0200        158,396      
 137.200.119.119  9                                                       0,0002        0,41%         0,0200        148,578      
 136.3.128.90     9                                                       0,0002        0,41%         0,0200        143,190      
 135.72.133.98    4                                                       0,0001        0,18%         0,0200        178,623      
 135.36.239.193   4                                                       0,0001        0,18%         0,0200        171,684      
 135.183.124.56   4                                                       0,0001        0,18%         0,0200        176,994      
 135.160.253.66   9                                                       0,0002        0,41%         0,0200        148,765      
 134.60.130.2     8                                                       0,0001        0,37%         0,0200        143,981      
 134.57.69.118    7                                                       0,0001        0,32%         0,0200        154,946      
 134.134.179.125  4                                                       0,0001        0,18%         0,0200        175,576      
 133.99.125.174   6                                                       0,0001        0,27%         0,0200        164,347      
 133.227.80.136   8                                                       0,0001        0,37%         0,0200        144,007      
 132.1.77.136     4                                                       0,0001        0,18%         0,0200        177,166      
 131.203.80.142   7                                                       0,0001        0,32%         0,0200        158,291      
 130.49.23.68     6                                                       0,0001        0,27%         0,0200        171,224      
 130.43.248.121   6                                                       0,0001        0,27%         0,0200        173,338      
 129.245.118.206  6                                                       0,0001        0,27%         0,0200        163,643      
 129.240.65.220   7                                                       0,0001        0,32%         0,0200        182,801      
 129.240.156.53   7                                                       0,0001        0,32%         0,0200        152,680      
